허가일자,상호,설비용량(KW),설치행정시,설치지역,원동력종류,사업개시일,구분,데이터기준일자
2018.4.4,(유)나월(나월태양광발전소),496.8,제주시,애월읍,태양광,2019.4.26,육상,2020.1.20
2014.10.7,(유)메가솔라 태양광발전소,1800,제주시,구좌읍,태양광,2015.7.1,없음,2020.1.20
2014.5.15,(유)무한에코에너지(서민행복8호태양광발전소),516,서귀포시,남원읍,태양광,2014.10.16,없음,2020.1.20
2014.12.9,(유)용흥마을태양광발전소,99,서귀포시,강정동,태양광,2015.10.29,없음,2020.1.20
2014.10.14,(유)제주 늘해랑,2198,서귀포시,성산읍,태양광,2019.1.31,없음,2020.1.20
2007.12.28,(유)케이엔디태양광발전소,80,제주시,한경면,태양광,2008.4.21,없음,2020.1.20
2018.4.2,(주 )일광쏠라 태양광발전소,499.9,서귀포시,성산읍,태양광,2019.2.12,육상,2020.1.20
2014.9.19,(주)가시리태양광,1494,서귀포시,표선면,태양광,2017.3.9,없음,2020.1.20
2015.5.19,(주)강산에너지 홍상기,750,제주시,회천동,태양광,2016.2.3,없음,2020.1.20
2013.12.19,(주)경선태양광((주)경선태양광(무릉지점)발전소),372,서귀포시,대정읍,태양광,2014.6.6,없음,2020.1.20
2017.11.23,(주)경철태양광,997.92,서귀포시,표선면,태양광,2018.12.19,육상,2020.1.20
2012.9.27,(주)구노제주솔라,330,서귀포시,성산읍,태양광,2013.3.11,없음,2020.1.20
2014.10.13,(주)금학전기(금학사호 태양광발전소),599.4,서귀포시,성산읍,태양광,2018.10.12,없음,2020.1.20
2014.7.10,(주)금학전기(금학이태양광발전소),837,서귀포시,남원읍,태양광,2016.7.14,없음,2020.1.20
2014.7.10,(주)금학전기(금학일태양광발전소),1390,서귀포시,남원읍,태양광,2015.12.25,없음,2020.1.20
2014.1.22,(주)나눔장학회((주)나눔태양광(영락)),480,서귀포시,대정읍,태양광,2014.9.3,없음,2020.1.20
2014.1.22,(주)남정수상태양광((주)남정수상태양광(상모1호기)),280,서귀포시,대정읍,태양광,2014.9.3,없음,2020.1.20
2014.2.20,(주)남정수상태양광(상모2호기),450,서귀포시,대정읍,태양광,2014.5.29,없음,2020.1.20
2010.6.21,(주)농업회사법인 제주축산바이오가스발전소,99,제주시,한림읍,바이오가스,2010.8.24,없음,2020.1.20
2013.12.23,(주)다쓰테크 가시리태양광발전소,1999.2,서귀포시,표선면,태양광,2014.6.26,없음,2020.1.20
2014.6.25,(주)다쓰테크 성읍리제2태양광발전소,1238.4,서귀포시,표선면,태양광,2015.2.24,없음,2020.1.20
2014.4.8,(주)다쓰테크 성읍리태양광발전소,859.5,서귀포시,표선면,태양광,2015.5.25,없음,2020.1.20
2013.12.12,(주)대원솔라제주,1396.8,서귀포시,대정읍,태양광,2014.10.8,없음,2020.1.20
2014.1.2,(주)대은계전((주)대은계전 태양광발전소),30,제주시,영평동,태양광,2014.6.26,없음,2020.1.20
2013.5.28,(주)대정태양광발전,400,서귀포시,대정읍,태양광,2013.9.5,없음,2020.1.20
2013.5.28,(주)대정태양광발전,500,서귀포시,대정읍,태양광,2013.9.5,없음,2020.1.20
2012.9.7,(주)더원산업 태양광발전소,499,서귀포시,성산읍,태양광,2017.7.5,없음,2020.1.20
2007.2.21,(주)도암엔지니어링건축사사무소,3,제주시,한경면,태양광,2007.2.27,없음,2020.1.20
2014.1.22,(주)동진태양광,500,서귀포시,대정읍,태양광,2014.12.4,없음,2020.1.20
2019.2.12,(주)뚜르에너지 태양광발전소,436.8,서귀포시,표선면,태양광,2019.8.21,지붕형,2020.1.20
2014.9.19,(주)미래에너지제주,2988,서귀포시,표선면,태양광,2017.3.10,없음,2020.1.20
2014.6.25,(주)삼우태양광발전,360,서귀포시,대정읍,태양광,2015.2.28,없음,2020.1.20
2014.4.7,(주)상모태양광발전,321.6,서귀포시,대정읍,태양광,2015.3.9,없음,2020.1.20
2014.10.15,(주)상은태양광,2988,서귀포시,표선면,태양광,2017.3.10,없음,2020.1.20
2014.4.7,(주)서귀포태양광발전소,1803.6,서귀포시,남원읍,태양광,2014.10.17,없음,2020.1.20
2014.2.5,(주)솔라텍코리아((주)솔라텍코리아 태양광발전소),467,서귀포시,대정읍,태양광,2014.9.3,없음,2020.1.20
2017.6.21,(주)승민태양광,297.6,서귀포시,표선면,태양광,2017.7.26,지붕형,2020.1.20
2009.1.19,(주)업스톤 해오름태양광발전소,194.4,서귀포시,성산읍,태양광,2009.11.19,없음,2020.1.20
2013.5.16,(주)열매 태양광발전소,593.4,서귀포시,남원읍,태양광,2014.8.27,없음,2020.1.20
2014.3.20,(주)영락태양광((주)영락태양광발전소),300,서귀포시,대정읍,태양광,2014.10.8,없음,2020.1.20
2014.1.28,(주)은혜태양광발전,349.28,서귀포시,대정읍,태양광,2014.10.8,없음,2020.1.20
2015.4.6,(주)자연에너지,805.86,서귀포시,하원동,태양광,2019.9.9,없음,2020.1.20
2012.11.16,(주)제이쏠라(한동발전소),450,제주시,구좌읍,태양광,2014.9.26,없음,2020.1.20
2012.11.2,(주)제이씨엘태양광발전소,990,제주시,구좌읍,태양광,2014.7.2,없음,2020.1.20
2013.5.27,(주)제일풍력,95.4,서귀포시,남원읍,태양광,2014.12.15,없음,2020.1.20
2013.8.16,(주)제주도시가스 태양광발전소,99.2,제주시,노형동,태양광,2013.12.13,없음,2020.1.20
2014.3.21,(주)제주청산태양광,400,서귀포시,대정읍,태양광,2015.2.28,없음,2020.1.20
2014.4.7,(주)제주태양광발전소,999,서귀포시,남원읍,태양광,2014.10.17,없음,2020.1.20
2013.12.19,(주)제주햇빛발전소(제주햇빛발전소),1696,서귀포시,표선면,태양광,2014.5.28,없음,2020.1.20
2013.10.8,(주)지상 (지상한림 태양광발전소),999.96,제주시,한림읍,태양광,2014.3.14,없음,2020.1.20
2014.3.10,(주)지상(제주빛나라 태양광발전소),498.96,제주시,한림읍,태양광,2017.9.8,없음,2020.1.20
2014.10.21,(주)탐라그린,2000,서귀포시,대정읍,태양광,2015.12.19,없음,2020.1.20
2014.10.28,(주)태원솔라,495,서귀포시,표선면,태양광,2016.6.24,없음,2020.1.20
2014.10.28,(주)태호에너지,495,서귀포시,표선면,태양광,2016.6.24,없음,2020.1.20
2014.5.15,(주)포에버 제주 태양광발전소,1602,서귀포시,남원읍,태양광,2014.10.10,없음,2020.1.20
2014.10.15,(주)표선태양광,2988,서귀포시,표선면,태양광,2017.3.10,없음,2020.1.20
2017.11.21,(주)하나에너지,498.96,서귀포시,표선면,태양광,2018.10.12,육상,2020.1.20
2012.9.27,(주)한라솔라팜,950,서귀포시,표선면,태양광,2013.4.18,없음,2020.1.20
2014.10.28,(주)한빛에너지,348.4,제주시,구좌읍,태양광,2015.8.11,없음,2020.1.20
2014.9.19,(주)한솔태양광,2988,서귀포시,표선면,태양광,2017.3.9,없음,2020.1.20
2017.11.23,(주)현인태양광,997.92,서귀포시,표선면,태양광,2018.12.19,육상,2020.1.20
2017.4.5,17-001 신성여중학교태양광,99.2,제주시,영평동,태양광,2017.9.25,육상,2020.1.20
2017.5.19,365일에너지태양광발전소,471.2,제주시,한경면,태양광,2018.10.25,육상,2020.1.20
2015.11.13,AJ태양광발전소,185,제주시,용담이동,태양광,2016.4.19,없음,2020.1.20
2014.11.4,HLS 태양광발전소,99,서귀포시,대정읍,태양광,2015.4.21,없음,2020.1.20
2017.7.27,JCG에너지1호태양광발전소,399.84,제주시,한경면,태양광,2018.10.24,육상,2020.1.20
2017.7.27,JCG에너지2호태양광발전소,199.98,제주시,한경면,태양광,2018.10.24,육상,2020.1.20
2017.7.27,JCG에너지3호태양광발전소,199.98,서귀포시,상예동,태양광,2018.10.26,육상,2020.1.20
2014.10.2,JH태양광발전소,99,제주시,구좌읍,태양광,2015.7.1,없음,2020.1.20
2014.6.3,Jin's2태양광발전소,290,서귀포시,대정읍,태양광,2015.4.21,없음,2020.1.20
2014.9.2,JJ태양광발전소,220.2,제주시,구좌읍,태양광,2018.12.3,없음,2020.1.20
2017.9.1,K1태양광발전소,99.28,서귀포시,표선면,태양광,2018.3.28,육상,2020.1.20
2010.9.27,kc하이드로(주),400,제주시,한경면,수력,2013.5.30,없음,2020.1.20
2017.3.21,MC태양광발전소,99.86,서귀포시,중문동,태양광,2017.8.3,육상,2020.1.20
2017.9.29,SM태양광발전소,148.48,제주시,한림읍,태양광,2018.4.9,육상,2020.1.20
2013.11.5,VE에너지,99,서귀포시,대정읍,태양광,2014.7.2,없음,2020.1.20
2018.4.19,YB 태양광발전소,194.4,서귀포시,동홍동,태양광,2019.3.22,육상,2020.1.20
2013.5.27,YJ테크 태양광발전소,95.4,서귀포시,남원읍,태양광,2014.12.15,없음,2020.1.20
2018.1.22,가람태양광발전소,244.4,제주시,구좌읍,태양광,2019.8.22,육상,2020.1.20
2017.9.1,가산2태양광발전소,895.05,서귀포시,남원읍,태양광,2019.1.21,육상,2020.1.20
2018.4.19,가시 태양광발전사업,997.92,서귀포시,표선면,태양광,2019.10.2,육상,2020.1.20
2010.9.3,가시리국산화풍력발전단지,15000,서귀포시,표선면,풍력,2012.3.13,없음,2020.1.20
2014.1.6,가시리풍력발전소,30000,서귀포시,표선면,풍력,2015.1.14,없음,2020.1.20
2018.6.21,가온 태양광발전소,347.76,서귀포시,대정읍,태양광,2019.5.1,육상,2020.1.20
2014.11.4,강빛태양광발전,99,서귀포시,대정읍,태양광,2015.4.21,없음,2020.1.20
2014.11.12,강석1호태양광발전소,99,서귀포시,남원읍,태양광,2015.9.18,없음,2020.1.20
2014.11.12,강석2호태양광발전소,99,서귀포시,남원읍,태양광,2016.12.29,없음,2020.1.20
2014.11.12,강석3호태양광발전소,99,서귀포시,남원읍,태양광,2018.11.6,없음,2020.1.20
2017.9.19,강정태양광발전소,99.4,제주시,한림읍,태양광,2018.3.22,육상,2020.1.20
2017.11.21,거린내태양광발전소,99,제주시,애월읍,태양광,2019.5.31,육상,2020.1.20
2018.11.29,거북 태양광발전소,499.5,서귀포시,표선면,태양광,2019.9.16,육상,2020.1.20
2018.3.19,거슨새미 태양광발전소,201.28,서귀포시,표선면,태양광,2018.10.1,육상,2020.1.20
2018.8.6,건우1호 태양광발전소,99.36,제주시,한림읍,태양광,2019.8.9,육상,2020.1.20
2018.8.6,건우2호태양광발전소,99.36,제주시,한림읍,태양광,2019.8.9,육상,2020.1.20
2018.7.9,건우태양광발전소,276,제주시,한경면,태양광,2019.4.15,육상,2020.1.20
2013.8.13,건화에너지,98,제주시,한림읍,태양광,2014.12.4,없음,2020.1.20
2013.3.7,건희태양광발전소,69.8,제주시,한림읍,태양광,2014.7.29,없음,2020.1.20
2017.5.26,경림1호태양광발전소,997.92,제주시,한경면,태양광,2019.5.2,육상,2020.1.20
2017.2.9,경수태양광발전소,99.2,서귀포시,남원읍,태양광,2017.5.25,없음,2020.1.20
2017.7.27,경원에너지,345.6,제주시,구좌읍,태양광,2018.7.21,육상,2020.1.20
2008.2.1,경일신재생발전(주),98.4,제주시,한경면,태양광,2008.9.9,없음,2020.1.20
2007.6.25,경일신재생발전주식회사,98.4,제주시,한경면,태양광,2008.9.24,없음,2020.1.20
2007.6.25,경일신재생발전주식회사,180,제주시,한경면,태양광,2008.9.30,없음,2020.1.20
2019.3.28,고도농원 태양광발전소,40.95,서귀포시,상효동,태양광,2019.6.20,육상,2020.1.20
2009.11.18,고천에너지 태양광발전소,196.72,서귀포시,표선면,태양광,2010.4.15,없음,2020.1.20
2013.8.13,골든 태양광발전소,73.5,제주시,한림읍,태양광,2014.12.4,없음,2020.1.20
2018.7.18,공혁태양광발전소,198.72,제주시,한림읍,태양광,2019.5.15,육상,2020.1.20
2018.12.11,공혁태양광발전소 2호,37.26,제주시,한림읍,태양광,2019.5.15,육상,2020.1.20
2016.11.25,광령 태양광발전소,499.5,제주시,애월읍,태양광,2019.12.18,없음,2020.1.20
2014.3.21,광령태양광발전소,291.2,제주시,애월읍,태양광,2017.3.3,없음,2020.1.20
2014.10.2,광명전력태양광발전소,99,제주시,한림읍,태양광,2015.5.20,없음,2020.1.20
2016.11.25,광명태양광발전소,98.8,제주시,한경면,태양광,2017.7.25,없음,2020.1.20
2014.11.20,구름 태양광발전소,98,서귀포시,성산읍,태양광,2018.12.31,없음,2020.1.20
2017.5.19,구명물1호태양광발전소,99.28,제주시,한림읍,태양광,2018.3.14,육상,2020.1.20
2017.5.19,구명물2호태양광발전소,82.8,제주시,한림읍,태양광,2019.4.26,육상,2020.1.20
2017.5.19,구명물3호태양광발전소,99.36,제주시,한림읍,태양광,2019.4.26,육상,2020.1.20
2018.5.21,구시털태양광발전소,247.68,제주시,한경면,태양광,2018.10.15,육상,2020.1.20
2014.10.14,구좌읍 상도리 1095발전소,99,제주시,구좌읍,태양광,2015.4.1,없음,2020.1.20
2017.9.29,굿초이스솔라1호,496.4,제주시,애월읍,태양광,2019.1.29,육상,2020.1.20
2015.4.12,귀덕태양광발전소1호기,90,제주시,한림읍,태양광,2017.12.20,없음,2020.1.20
2014.5.15,귀빈 태양광발전소,49.98,제주시,한림읍,태양광,2014.9.17,없음,2020.1.20
2019.8.16,근민 태양광발전소,99.9,제주시,애월읍,태양광,2019.12.2,육상,2020.1.20
2017.2.9,금능1호태양광발전소,496,제주시,한림읍,태양광,2017.10.19,없음,2020.1.20
2017.2.9,금능2호태양광발전소,496,제주시,한림읍,태양광,2017.10.19,없음,2020.1.20
2013.12.19,금동1 태양광발전소,99,제주시,한림읍,태양광,2014.6.20,없음,2020.1.20
2013.12.19,금동2 태양광발전소,99,제주시,한림읍,태양광,2014.6.20,없음,2020.1.20
2018.4.16,금산 태양광발전소,397.8,서귀포시,남원읍,태양광,2019.3.7,육상,2020.1.20
2009.5.25,금성태양광발전소,30,제주시,애월읍,태양광,2009.11.3,없음,2020.1.20
2017.6.21,금성태양광발전소2호,61.2,제주시,애월읍,태양광,2017.11.15,육상,2020.1.20
2017.5.19,금오름1호태양광발전소,99.28,제주시,한림읍,태양광,2018.3.14,육상,2020.1.20
2017.4.21,금오름태양광발전소,495,제주시,한림읍,태양광,2019.1.31,육상,2020.1.20
2017.8.12,금운1태양광발전소,95.85,제주시,애월읍,태양광,2019.5.26,육상,2020.1.20
2017.8.12,금운2태양광발전소,95.85,제주시,애월읍,태양광,2018.5.22,육상,2020.1.20
2019.2.20,금정 태양광발전소,168.49,제주시,애월읍,태양광,2019.11.2,육상,2020.1.20
2017.1.31,금한1호태양광발전소,99,제주시,한림읍,태양광,2018.3.22,없음,2020.1.20
2013.12.23,기헌태양광발전소,99.12,서귀포시,대정읍,태양광,2014.7.23,없음,2020.1.20
2013.5.27,길 태양광발전소,95.4,서귀포시,남원읍,태양광,2014.12.15,없음,2020.1.20
2016.11.24,김녕 태양광발전소,147,제주시,구좌읍,태양광,2018.11.7,없음,2020.1.20
2013.6.12,김녕국가풍력발전실증연구단지,11000,제주시,구좌읍,풍력,2014.6.10,없음,2020.1.20
2009.11.25,김녕국산화풍력발전소,750,제주시,구좌읍,풍력,2010.4.2,없음,2020.1.20
2013.12.19,꿈꾸는(dream)1발전소,99,제주시,한림읍,태양광,2014.6.20,없음,2020.1.20
2013.12.19,꿈꾸는(dream)2 발전소,99,제주시,한림읍,태양광,2014.6.20,없음,2020.1.20
2013.10.2,꿈의 태양광발전소,98,제주시,한림읍,태양광,2014.12.31,없음,2020.1.20
2017.12.15,나민영2태양광발전소,91.8,서귀포시,대정읍,태양광,2019.6.12,육상,2020.1.20
2017.1.3,나민영태양광발전소,99,서귀포시,대정읍,태양광,2019.6.6,없음,2020.1.20
2014.6.30,나할라태양광발전소,98.8,서귀포시,남원읍,태양광,2015.4.18,없음,2020.1.20
2016.11.24,낙천 태양광발전소,129.36,제주시,한경면,태양광,2018.11.7,없음,2020.1.20
2017.8.10,난산태양광발전소,97.28,서귀포시,성산읍,태양광,2018.1.31,육상,2020.1.20
2014.9.2,남순 태양광발전소,40,서귀포시,서홍동,태양광,2015.4.1,없음,2020.1.20
2012.6.25,남제주화력 소내 태양광발전소,196,서귀포시,안덕면,태양광,2012.6.28,없음,2020.1.20
2014.4.4,넥스트솔라,96.72,제주시,용담이동,태양광,2014.7.15,없음,2020.1.20
2014.11.20,녹색 태양광발전소,98,서귀포시,성산읍,태양광,2018.12.31,없음,2020.1.20
2012.11.27,농업회사법인 주식회사 한라산 바이오,500,서귀포시,안덕면,바이오가스,2015.5.1,없음,2020.1.20
2018.6.28,누리 태양광발전소,148.92,서귀포시,성산읍,태양광,2019.1.21,육상,2020.1.20
2014.5.26,뉴럴태양광발전소,40,서귀포시,대정읍,태양광,2015.1.21,없음,2020.1.20
2014.4.7,다니엘태양광발전소,496,서귀포시,남원읍,태양광,2017.4.21,없음,2020.1.20
2012.11.8,다담1호 태양광 발전소,99,제주시,조천읍,태양광,2013.3.5,없음,2020.1.20
2013.4.12,다담2호 태양광발전소,75,제주시,조천읍,태양광,2014.10.10,없음,2020.1.20
2017.3.21,다담3호 태양광발전소,99.06,제주시,회천동,태양광,2019.12.1,없음,2020.1.20
2019.8.2,다담4호 태양광발전소,99.06,제주시,회천동,태양광,2019.12.1,육상,2020.1.20
2018.12.5,다람 태양광발전소,201.28,제주시,애월읍,태양광,2019.8.6,육상,2020.1.20
2018.3.26,다사랑태양광발전소,59.84,제주시,한경면,태양광,2018.12.20,육상,2020.1.20
2013.4.24,다온태양광발전소,40.48,서귀포시,안덕면,태양광,2014.3.21,없음,2020.1.20
2013.3.7,다원태양광,96.8,제주시,한림읍,태양광,2014.5.9,없음,2020.1.20
2014.6.30,닥모루태양광발전소,99,제주시,한경면,태양광,2015.4.21,없음,2020.1.20
2014.12.14,대광태양광,99,서귀포시,대정읍,태양광,2015.9.2,없음,2020.1.20
2017.11.22,대동솔라 태양광발전소,495.72,서귀포시,표선면,태양광,2019.3.4,육상,2020.1.20
2012.9.27,대동태양광발전소,750,서귀포시,표선면,태양광,2013.4.18,없음,2020.1.20
2017.4.5,대림1호 태양광발전소,99.28,제주시,한림읍,태양광,2017.9.13,육상,2020.1.20
2008.1.10,대명쏠라파크주식회사,194.4,서귀포시,표선면,태양광,2009.8.28,없음,2020.1.20
2014.11.7,대정읍 보성리 1503발전소,90,서귀포시,대정읍,태양광,2015.5.20,없음,2020.1.20
2014.12.5,대정읍 보성리 581-1발전소,99,서귀포시,대정읍,태양광,2015.6.19,없음,2020.1.20
2014.12.4,대정읍 보성리 581발전소,90,서귀포시,대정읍,태양광,2015.6.19,없음,2020.1.20
2015.1.13,대현태양광발전소,499.8,서귀포시,상예동,태양광,2016.2.4,없음,2020.1.20
2013.1.4,더케이제주 호텔(주),94.24,제주시,삼도이동,태양광,2013.8.22,없음,2020.1.20
2018.3.26,덕수 태양광발전소,293.76,서귀포시,안덕면,태양광,2019.1.21,육상,2020.1.20
2013.11.29,덕천(DE-002)발전소,75,제주시,구좌읍,태양광,2015.8.11,없음,2020.1.20
2017.9.29,덕천리771발전소,98.42,제주시,구좌읍,태양광,2019.5.28,육상,2020.1.20
2014.12.4,도경태양광발전소,97.5,제주시,한경면,태양광,2017.9.5,없음,2020.1.20
2012.8.17,도련정수장 태양광발전소,215.8,제주시,도련일동,태양광,2013.9.3,없음,2020.1.20
2018.7.9,도송태양광발전소,197.02,제주시,한림읍,태양광,2019.1.30,육상,2020.1.20
2018.4.3,도순 태양광발전소,39.9,서귀포시,도순동,태양광,2019.4.5,육상,2020.1.20
2015.12.19,도원태양광발전소,98.8,서귀포시,대정읍,태양광,2016.11.4,없음,2020.1.20
2014.10.2,도일태양광발전소,99,제주시,구좌읍,태양광,2015.7.1,없음,2020.1.20
2013.6.27,도토리 태양광발전소,31.5,제주시,한림읍,태양광,2014.6.12,없음,2020.1.20
2014.12.9,동구태양광발전소,99,제주시,애월읍,태양광,2016.12.30,없음,2020.1.20
2016.12.12,동복리마을풍력발전소,2000,제주시,구좌읍,풍력,2017.12.1,없음,2020.1.20
2014.6.13,동복북촌풍력발전단지,30000,제주시,구좌읍,풍력,2015.8.1,없음,2020.1.20
2018.6.21,동선 태양광발전소,99.36,서귀포시,안덕면,태양광,2019.2.8,육상,2020.1.20
2017.1.31,동신이엔텍태양광발전소제주,704.32,제주시,구좌읍,태양광,2018.10.10,없음,2020.1.20
2014.6.30,동엽에너지,98,서귀포시,남원읍,태양광,2015.4.18,없음,2020.1.20
2014.10.14,동올레태양광발전소,83.3,제주시,구좌읍,태양광,2015.9.23,없음,2020.1.20
2014.12.4,동은태양광발전소,99,서귀포시,대정읍,태양광,2015.9.2,없음,2020.1.20
2013.9.17,동일리 노인복지회관 태양광발전소,9.95,서귀포시,대정읍,태양광,2014.1.3,없음,2020.1.20
2013.9.17,동일리 다목적회관 태양광발전소,9.95,서귀포시,대정읍,태양광,2014.1.3,없음,2020.1.20
2019.2.25,동일리 태양광발전소,263.07,서귀포시,대정읍,태양광,2019.8.13,육상,2020.1.20
2014.6.3,동일에스이피태양광발전소,99,서귀포시,표선면,태양광,2014.11.17,없음,2020.1.20
2014.12.14,동캐1호태양광발전소,99,서귀포시,대정읍,태양광,2016.3.24,없음,2020.1.20
2014.12.14,동캐2호태양광발전소,99,서귀포시,대정읍,태양광,2015.9.3,없음,2020.1.20
2009.2.5,동해쏠라파크,96,서귀포시,성산읍,태양광,2009.8.28,없음,2020.1.20
2018.7.23,동현햇빛 발전소,460.08,서귀포시,안덕면,태양광,2019.6.26,육상,2020.1.20
2013.12.31,동화태양광발전소,64.9,서귀포시,대정읍,태양광,2014.6.6,없음,2020.1.20
2013.12.10,동회천마을회(동회천 태양광발전소),413,제주시,회천동,태양광,2015.3.12,없음,2020.1.20
2017.12.4,동희태양광발전소,99.28,제주시,한경면,태양광,2018.10.22,육상,2020.1.20
2017.11.21,두강봉태양광발전소,299.2,제주시,한경면,태양광,2018.4.24,육상,2020.1.20
2017.9.29,두모리 1885 발전소,93.44,제주시,한경면,태양광,2019.5.14,육상,2020.1.20
