허가일자,상호,설비용량(KW),설치행정시,설치지역,원동력종류,사업개시일,구분,데이터기준일자
2014.1.22,알파 태양광발전소,99,제주시,애월읍,태양광,2014.5.20,없음,2020.1.20
2014.8.13,알파에너지,99,서귀포시,대정읍,태양광,2015.4.21,없음,2020.1.20
2013.12.12,앤씨개발,397,서귀포시,표선면,태양광,2014.5.28,없음,2020.1.20
2015.1.13,양지태양광발전소,499.8,서귀포시,상예동,태양광,2015.12.16,없음,2020.1.20
2017.10.30,억새미발전소,49.92,제주시,이호이동,태양광,2018.3.14,육상,2020.1.20
2013.3.7,에스비파워,96.8,제주시,한림읍,태양광,2014.9.16,없음,2020.1.20
2013.4.24,에스에스에이치 태양광발전소,96.6,서귀포시,안덕면,태양광,2014.3.21,없음,2020.1.20
2017.6.21,에스에이치이엔씨 10호 태양광발전소,993.6,서귀포시,안덕면,태양광,2019.8.22,육상,2020.1.20
2014.6.30,에스에이티태양광발전소,98,서귀포시,남원읍,태양광,2015.4.18,없음,2020.1.20
2013.3.29,에스에프태양광발전소,400,서귀포시,남원읍,태양광,2014.3.21,없음,2020.1.20
2013.3.7,에스엠태양광발전소,96.8,제주시,한림읍,태양광,2014.9.16,없음,2020.1.20
2018.4.19,에스제이1호태양광발전소,496.8,제주시,한림읍,태양광,2019.1.16,육상,2020.1.20
2014.11.20,에이치에스태양광발전소,98,서귀포시,성산읍,태양광,2018.12.31,없음,2020.1.20
2013.5.16,에이티태양광발전소,96.6,서귀포시,남원읍,태양광,2014.9.15,없음,2020.1.20
2013.5.20,에코에너지1호태양광발전소,106.9,서귀포시,대정읍,태양광,2016.8.19,없음,2020.1.20
2014.10.20,에코에너지태양광발전사업,99,서귀포시,대정읍,태양광,2015.8.22,없음,2020.1.20
2013.6.21,에코플랜2호 태양광 발전소,72.03,서귀포시,대정읍,태양광,2015.4.9,없음,2020.1.20
2013.3.7,에코플랜태양광발전소,96.8,제주시,한림읍,태양광,2014.7.29,없음,2020.1.20
2015.1.13,엔에스태양광발전소,499.8,서귀포시,상예동,태양광,2016.3.23,없음,2020.1.20
2013.8.13,여명2 태양광발전소,98,제주시,한림읍,태양광,2014.12.4,없음,2020.1.20
2013.3.7,여명태양광발전소,96.8,제주시,한림읍,태양광,2014.5.9,없음,2020.1.20
2018.11.19,연화 태양광발전소,150.15,제주시,애월읍,태양광,2019.7.16,육상,2020.1.20
2018.8.20,영관태양광발전소,401.76,제주시,애월읍,태양광,2019.7.26,육상,2020.1.20
2017.8.10,영동태양광발전소,199.68,서귀포시,성산읍,태양광,2018.1.31,육상,2020.1.20
2018.11.29,영락 태양광발전소,304.56,서귀포시,대정읍,태양광,2019.9.20,육상,2020.1.20
2018.8.8,영락 태양광발전소,97.92,서귀포시,대정읍,태양광,2018.11.2,육상,2020.1.20
2009.11.18,영제 태양광발전소,196.72,서귀포시,표선면,태양광,2010.4.15,없음,2020.1.20
2013.12.19,영주1호 태양광발전소,99,제주시,외도일동,태양광,2014.5.20,없음,2020.1.20
2017.8.10,영진 태양광발전소,880.38,서귀포시,강정동,태양광,2018.8.31,육상,2020.1.20
2014.11.7,영화에너지,99.2,서귀포시,표선면,태양광,2018.1.25,없음,2020.1.20
2017.9.29,영화에너지 2호,99.84,서귀포시,표선면,태양광,2018.11.29,육상,2020.1.20
2013.10.29,예빛 태양광발전소,250,서귀포시,대정읍,태양광,2014.3.27,없음,2020.1.20
2014.8.13,예스에너지,99,서귀포시,대정읍,태양광,2015.4.9,없음,2020.1.20
2017.2.9,예진태양광발전소,494.46,서귀포시,안덕면,태양광,2017.7.13,없음,2020.1.20
2019.4.8,오라 태양광발전소,88.87,제주시,오라이동,태양광,2019.8.12,육상,2020.1.20
2013.6.21,오박태양광 발전소,75.46,서귀포시,대정읍,태양광,2015.4.10,없음,2020.1.20
2006.3.3,오복산전,59.87,제주시,한경면,태양광,2006.7.11,없음,2020.1.20
2008.12.5,오복산전 2호,5.02,제주시,애월읍,태양광,2009.2.25,없음,2020.1.20
2017.5.26,올레햇빛발전소,19.72,서귀포시,서귀동,태양광,2017.9.4,육상,2020.1.20
2014.11.4,와우텍(주)와우조천1 태양광발전소,999.6,제주시,조천읍,태양광,2017.7.4,없음,2020.1.20
2014.11.4,와우텍(주)와우조천2 태양광발전소,499.8,제주시,조천읍,태양광,2017.7.4,없음,2020.1.20
2017.11.21,와이솔라1호태양광발전소,99.28,제주시,조천읍,태양광,2018.9.7,육상,2020.1.20
2017.11.21,와이솔라2호태양광발전소,99.28,제주시,조천읍,태양광,2018.9.7,육상,2020.1.20
2018.8.6,와이솔라3호태양광발전소,99.36,제주시,조천읍,태양광,2019.4.26,육상,2020.1.20
2018.8.6,와이솔라4호태양광발전소,99.36,제주시,조천읍,태양광,2019.4.26,육상,2020.1.20
2013.3.15,와이에스태양광발전소,96.6,서귀포시,표선면,태양광,2014.1.23,없음,2020.1.20
2014.11.20,와이엔 태양광발전소,98,서귀포시,성산읍,태양광,2018.12.31,없음,2020.1.20
2015.4.12,용강동마을회태양광발전소 250kw,250,제주시,용강동,태양광,2015.11.11,없음,2020.1.20
2014.12.9,용마태양광발전소,99.37,제주시,해안동,태양광,2015.11.3,없음,2020.1.20
2013.7.9,용수태양광발전소,99.84,제주시,한경면,태양광,2013.12.12,없음,2020.1.20
2014.7.10,우람2호태양광발전소,99,서귀포시,안덕면,태양광,2015.1.21,없음,2020.1.20
2014.5.15,우람태양광발전소,99,서귀포시,안덕면,태양광,2015.1.21,없음,2020.1.20
2018.6.18,우리태양광발전소,496.8,제주시,조천읍,태양광,2019.5.28,육상,2020.1.20
2018.5.31,우림 1 태양광발전소,199.92,서귀포시,서호동,태양광,2019.3.20,육상,2020.1.20
2018.2.13,우빈태양광발전소,99,제주시,애월읍,태양광,2019.2.1,육상,2020.1.20
2014.12.4,우성태양광발전소,97.5,제주시,한경면,태양광,2017.9.14,없음,2020.1.20
2018.8.1,우일솔라 태양광발전소,463.32,서귀포시,표선면,태양광,2019.3.4,육상,2020.1.20
2014.4.7,우주태양광발전소,98.28,제주시,한림읍,태양광,2014.12.16,없음,2020.1.20
2018.10.11,우진락 태양광발전소,99.75,서귀포시,대정읍,태양광,2019.8.19,육상,2020.1.20
2017.2.9,운수태양광발전소,299.15,제주시,구좌읍,태양광,2017.12.7,없음,2020.1.20
2018.7.9,웅임태양광발전소,99.53,제주시,한림읍,태양광,2019.9.23,지붕형,2020.1.20
2017.9.1,웅태양광발전소,99.28,서귀포시,표선면,태양광,2018.3.28,육상,2020.1.20
2012.11.16,원선2호태양광발전소,260,서귀포시,성산읍,태양광,2018.12.31,없음,2020.1.20
2014.6.30,원선태양광발전소,98,서귀포시,남원읍,태양광,2015.4.18,없음,2020.1.20
2019.7.9,원천 태양광발전소,99.53,제주시,애월읍,태양광,2019.12.11,육상,2020.1.20
2017.9.29,월림에너지태양광발전소,99,제주시,한림읍,태양광,2019.3.11,육상,2020.1.20
2017.8.12,월림햇빛발전소,99.2,제주시,한림읍,태양광,2018.5.10,육상,2020.1.20
2018.8.1,월산 1 태양광발전소,99.36,서귀포시,남원읍,태양광,2019.8.23,육상,2020.1.20
2012.8.17,월산정수장 태양광발전소,99.93,제주시,노형동,태양광,2013.9.3,없음,2020.1.20
2014.4.14,월정소규모풍력발전소,3000,제주시,구좌읍,풍력,2015.2.6,없음,2020.1.20
2017.4.21,위미2리제2태양광발전소,994.84,서귀포시,남원읍,태양광,2019.1.17,육상,2020.1.20
2017.1.31,위미솔라발전소,994.95,서귀포시,남원읍,태양광,2018.3.29,없음,2020.1.20
2015.1.13,위미태양광발전소,766.8,서귀포시,남원읍,태양광,2016.12.30,없음,2020.1.20
2014.4.7,위미태양광발전소,495.9,서귀포시,남원읍,태양광,2014.8.27,없음,2020.1.20
2017.10.30,유강에너지태양광발전소,997.92,제주시,한경면,태양광,2018.12.3,육상,2020.1.20
2017.10.30,유강플랜트태양광발전소,997.92,제주시,한경면,태양광,2018.12.3,육상,2020.1.20
2013.12.19,유나기업 태양광발전소,10,제주시,노형동,태양광,2014.10.30,없음,2020.1.20
2013.8.13,유림 태양광발전소,98,제주시,한림읍,태양광,2014.12.4,없음,2020.1.20
2018.9.27,유마솔라 태양광발전소,495.72,서귀포시,표선면,태양광,2019.1.9,육상,2020.1.20
2018.8.20,유민1 태양광발전소,498.42,제주시,애월읍,태양광,2019.8.9,육상,2020.1.20
2014.9.2,유성태양광발전소,99,서귀포시,표선면,태양광,2015.3.12,없음,2020.1.20
2016.11.24,유수암 태양광발전소,767.27,제주시,애월읍,태양광,2018.11.7,없음,2020.1.20
2017.4.5,유수암태양광발전소,277.44,제주시,애월읍,태양광,2018.2.3,육상,2020.1.20
2015.4.29,유준태양광발전,99,제주시,삼양일동,태양광,2015.9.18,없음,2020.1.20
2013.4.24,유진 태양광발전소,96.6,서귀포시,안덕면,태양광,2014.3.21,없음,2020.1.20
2018.4.24,유진태양광 1호,95.62,서귀포시,표선면,태양광,2019.5.21,육상,2020.1.20
2018.4.24,유진태양광 2호,197.62,서귀포시,표선면,태양광,2019.5.21,육상,2020.1.20
2017.3.21,유진태양광발전소,99.28,서귀포시,성산읍,태양광,2017.7.26,육상,2020.1.20
2013.3.15,유진태양광발전소,96.6,서귀포시,표선면,태양광,2014.1.23,없음,2020.1.20
2018.9.27,유철 발전소,199.8,제주시,조천읍,태양광,2019.7.3,육상,2020.1.20
2018.6.21,유현 태양광발전소,99.36,서귀포시,대정읍,태양광,2019.3.4,육상,2020.1.20
2017.7.11,윤서2태양광발전소,97.2,제주시,회천동,태양광,2018.3.22,육상,2020.1.20
2017.7.11,윤서3태양광발전소,97.2,제주시,회천동,태양광,2018.3.22,육상,2020.1.20
2017.7.11,윤서4태양광발전소,97.2,제주시,회천동,태양광,2018.3.22,지붕형,2020.1.20
2017.2.9,윤서태양광발전소,296.4,제주시,회천동,태양광,2017.9.6,없음,2020.1.20
2013.3.22,윤이 태양광발전소,95.4,서귀포시,남원읍,태양광,2014.12.4,없음,2020.1.20
2017.4.21,은광태양광발전소,99.28,서귀포시,대정읍,태양광,2017.9.15,육상,2020.1.20
2014.6.30,은빈냉동태양광발전소,99,서귀포시,토평동,태양광,2014.9.15,없음,2020.1.20
2013.4.29,은서태양광발전소,96.6,서귀포시,대정읍,태양광,2014.2.1,없음,2020.1.20
2018.9.27,은성2호 태양광발전소,295.65,제주시,조천읍,태양광,2019.3.28,지붕형,2020.1.20
2018.5.2,은성태양광발전소,499.8,제주시,조천읍,태양광,2018.10.10,육상,2020.1.20
2015.1.13,은영태양광발전소,499.8,서귀포시,상예동,태양광,2016.1.23,없음,2020.1.20
2015.10.20,은현태양광발전소,99.2,제주시,한림읍,태양광,2016.3.31,없음,2020.1.20
2013.6.19,은호 태양광발전소,99,제주시,조천읍,태양광,2013.9.16,없음,2020.1.20
2013.6.19,이레 태양광발전소,99,제주시,조천읍,태양광,2013.9.16,없음,2020.1.20
2014.8.13,이레태양광발전소,99,서귀포시,대정읍,태양광,2015.4.21,없음,2020.1.20
2018.6.12,이수 태양광발전소,495.22,서귀포시,호근동,태양광,2019.1.2,육상,2020.1.20
2013.8.13,이승1호 태양광발전소,98,제주시,한림읍,태양광,2014.12.4,없음,2020.1.20
2013.8.13,이승2호 태양광발전소,98,제주시,한림읍,태양광,2014.12.4,없음,2020.1.20
2013.4.1,이호동 오도마을회,16,제주시,이호이동,태양광,2013.9.9,없음,2020.1.20
2015.5.28,이호동 오도마을회3호 태양광발전소,198.4,제주시,이호이동,태양광,2016.12.16,없음,2020.1.20
2014.9.1,이호동오도마을회,30,제주시,이호이동,태양광,2014.11.18,없음,2020.1.20
2013.6.4,이호발전소,9.9,제주시,이호이동,태양광,2013.7.11,없음,2020.1.20
2013.12.13,인다 태양광발전소,99,서귀포시,대정읍,태양광,2014.9.30,없음,2020.1.20
2014.3.19,인다2호태양광발전소,99,서귀포시,대정읍,태양광,2014.9.30,없음,2020.1.20
2016.11.25,인성태양광발전소,98.8,제주시,한경면,태양광,2017.7.25,없음,2020.1.20
2014.10.2,일광태양광발전소,99,제주시,구좌읍,태양광,2015.7.1,없음,2020.1.20
2018.7.9,일등태양광발전소,98.8,제주시,한경면,태양광,2019.4.16,육상,2020.1.20
2013.12.31,일맥태양광발전소,64.9,서귀포시,대정읍,태양광,2014.6.6,없음,2020.1.20
2018.4.24,일신1호태양광발전소,99.28,제주시,한림읍,태양광,2018.12.20,육상,2020.1.20
2017.12.27,일유 태양광발전소,496.4,서귀포시,표선면,태양광,2019.2.12,육상,2020.1.20
2018.10.16,임광에너지,295.65,제주시,한림읍,태양광,2019.6.21,육상,2020.1.20
2014.11.12,임금에너지,99,서귀포시,대정읍,태양광,2015.7.2,없음,2020.1.20
2013.5.27,임마누엘 태양광발전소,95.4,서귀포시,남원읍,태양광,2014.12.15,없음,2020.1.20
2014.4.4,자농태양광발전소,60,서귀포시,동홍동,태양광,2014.8.1,없음,2020.1.20
2017.1.4,자연애1호태양발전소,98.8,제주시,한림읍,태양광,2017.9.14,없음,2020.1.20
2017.1.4,자연애2호태양광발전소,98.8,제주시,한림읍,태양광,2017.9.14,없음,2020.1.20
2015.11.11,자운당태양광발전소,44,제주시,애월읍,태양광,2016.2.28,없음,2020.1.20
2017.9.29,재원태양광발전소,99.96,제주시,애월읍,태양광,2018.3.22,육상,2020.1.20
2014.10.13,정민태양광발전소,99,서귀포시,성산읍,태양광,2015.5.28,없음,2020.1.20
2018.5.16,정선1호태양광발전소,99.06,제주시,한경면,태양광,2019.12.1,육상,2020.1.20
2017.7.11,정성태양광발전소,99,제주시,한경면,태양광,2019.4.12,육상,2020.1.20
2017.10.20,정성태양광발전소2호,900.72,서귀포시,남원읍,태양광,2019.3.18,육상,2020.1.20
2009.9.14,정에너지 태양광발전소,30,제주시,애월읍,태양광,2010.1.15,없음,2020.1.20
2018.8.16,정우 태양광발전소,299.7,서귀포시,대정읍,태양광,2019.8.12,육상,2020.1.20
2013.8.13,정윤에너지,98,제주시,한림읍,태양광,2014.12.4,없음,2020.1.20
2017.2.9,정율1호태양광발전소,304.2,서귀포시,성산읍,태양광,2018.4.5,없음,2020.1.20
2018.9.20,정은 태양광발전소,998.64,제주시,한경면,태양광,2019.9.10,육상,2020.1.20
2018.11.23,정진2호햇빛발전소,298.08,서귀포시,대정읍,태양광,2019.6.23,육상,2020.1.20
2017.4.20,정진햇빛발전주식회사,494.6,제주시,봉개동,태양광,2018.1.25,육상,2020.1.20
2018.7.25,정포 1호 태양광발전소,99.06,서귀포시,대정읍,태양광,2019.5.28,육상,2020.1.20
2018.7.25,정포 2호 태양광발전소,99.06,서귀포시,대정읍,태양광,2019.5.28,육상,2020.1.20
2013.5.27,정한태양광발전소,95.4,서귀포시,남원읍,태양광,2014.12.15,없음,2020.1.20
2013.8.13,정현 태양광발전소,98,제주시,한림읍,태양광,2014.12.4,없음,2020.1.20
2018.2.9,제건1호태양광발전소,360,제주시,조천읍,태양광,2018.11.26,육상,2020.1.20
2013.9.12,제라1호 태양광발전소,99.16,제주시,회천동,태양광,2019.12.1,없음,2020.1.20
2019.2.25,제라3호 태양광발전소,99.06,제주시,회천동,태양광,2019.12.1,육상,2020.1.20
2013.6.14,제우태양광발전(주),599.04,제주시,한림읍,태양광,2014.3.10,없음,2020.1.20
2018.12.11,제이씨지솔라2호 태양광발전소,414.4,제주시,한림읍,태양광,2019.6.4,육상,2020.1.20
2013.3.20,제이에스태양광발전소,32.2,서귀포시,남원읍,태양광,2014.3.21,없음,2020.1.20
2018.11.16,제이에스태양광발전소,496.86,서귀포시,표선면,태양광,2019.3.25,육상,2020.1.20
2013.10.2,제이에이치 태양광발전소,98,제주시,한림읍,태양광,2014.5.9,없음,2020.1.20
2014.9.25,제이엠태양광발전소,98,제주시,한경면,태양광,2015.9.17,없음,2020.1.20
2013.10.2,제이와이 태양광발전소,98,제주시,한림읍,태양광,2014.5.9,없음,2020.1.20
2017.5.26,제이제이태양광발전소,200,제주시,한림읍,태양광,2018.4.20,육상,2020.1.20
2013.4.29,제이태양광발전소,96.6,서귀포시,대정읍,태양광,2016.12.8,없음,2020.1.20
2017.9.30,제주감귤 27호 태양광발전소,231,서귀포시,안덕면,태양광,2018.11.7,육상,2020.1.20
2017.5.8,제주감귤 64호 태양광발전소,350,서귀포시,성산읍,태양광,2019.4.17,육상,2020.1.20
2017.9.30,제주감귤 90호 태양광발전소,994,서귀포시,남원읍,태양광,2019.4.17,육상,2020.1.20
2017.9.30,제주감귤118호 태양광발전소,714,제주시,조천읍,태양광,2019.11.11,지붕형,2020.1.20
2017.9.30,제주감귤133호 태양광발전소,476,제주시,삼양일동,태양광,2019.4.17,지붕형,2020.1.20
2018.3.26,제주감귤136호 태양광발전소,417.48,서귀포시,강정동,태양광,2019.4.22,육상,2020.1.20
2017.9.30,제주감귤137호 태양광발전소,714,제주시,조천읍,태양광,2019.4.17,육상,2020.1.20
2017.5.8,제주감귤13호태양광발전소,154,서귀포시,토평동,태양광,2018.11.7,육상,2020.1.20
2017.9.30,제주감귤152호 태양광발전소,651,서귀포시,안덕면,태양광,2019.4.15,육상,2020.1.20
2018.4.17,제주감귤155호 태양광발전소,167.44,제주시,회천동,태양광,2019.10.8,육상,2020.1.20
2018.3.26,제주감귤158호 태양광발전소,252,서귀포시,표선면,태양광,2019.7.7,육상,2020.1.20
2017.9.30,제주감귤159호 태양광발전소,651,서귀포시,성산읍,태양광,2018.11.7,육상,2020.1.20
2018.5.16,제주감귤160호 태양광발전소,266,제주시,용강동,태양광,2019.6.21,육상,2020.1.20
2017.9.30,제주감귤163호 태양광발전소,651,제주시,조천읍,태양광,2019.4.17,육상,2020.1.20
2017.9.30,제주감귤164호 태양광발전소,749,제주시,조천읍,태양광,2019.4.17,육상,2020.1.20
2017.9.30,제주감귤166호 태양광발전소,490,제주시,한경면,태양광,2019.4.17,육상,2020.1.20
2017.9.30,제주감귤167호 태양광발전소,633.36,제주시,조천읍,태양광,2019.7.17,육상,2020.1.20
2017.9.30,제주감귤18호 태양광발전소,698.88,제주시,한림읍,태양광,2019.6.13,육상,2020.1.20
2017.5.8,제주감귤22호 태양광발전소,633.36,서귀포시,대정읍,태양광,2018.11.7,육상,2020.1.20
2017.9.30,제주감귤24호 태양광발전소,497,제주시,애월읍,태양광,2019.5.3,육상,2020.1.20
2017.9.30,제주감귤25호 태양광발전소,728,서귀포시,서홍동,태양광,2019.4.17,육상,2020.1.20
2017.9.30,제주감귤29호 태양광발전소,280,서귀포시,성산읍,태양광,2018.11.7,지붕형,2020.1.20
2017.5.8,제주감귤34호 태양광발전소,235.52,제주시,구좌읍,태양광,2018.11.7,육상,2020.1.20
2017.5.8,제주감귤44호 태양광발전소,780.85,서귀포시,대정읍,태양광,2018.11.7,육상,2020.1.20
2017.9.30,제주감귤46-1호 태양광발전소,266,서귀포시,성산읍,태양광,2019.4.17,육상,2020.1.20
2017.9.30,제주감귤46호 태양광발전소,1288,서귀포시,성산읍,태양광,2019.4.17,육상,2020.1.20
2017.5.8,제주감귤53호 태양광발전소,441,제주시,구좌읍,태양광,2018.11.7,육상,2020.1.20
2017.9.30,제주감귤57호 태양광발전소,553,제주시,애월읍,태양광,2019.4.17,육상,2020.1.20
2017.5.8,제주감귤58호태양광발전소,496.64,서귀포시,대정읍,태양광,2018.11.26,육상,2020.1.20
2017.5.8,제주감귤5호 태양광발전소,441.35,제주시,조천읍,태양광,2018.11.7,육상,2020.1.20
2017.5.8,제주감귤60호태양광발전소,203.7,제주시,도련이동,태양광,2018.11.7,육상,2020.1.20
2017.5.8,제주감귤71호 태양광발전소,250.88,제주시,한림읍,태양광,2018.11.7,육상,2020.1.20
2017.5.8,제주감귤72호 태양광발전소,637,서귀포시,남원읍,태양광,2018.11.7,육상,2020.1.20
2017.9.30,제주감귤76호 태양광발전소,266,제주시,회천동,태양광,2019.8.22,육상,2020.1.20
2018.3.26,제주감귤80호 태양광발전소,451.36,서귀포시,하원동,태양광,2019.7.15,지붕형,2020.1.20
2017.9.30,제주감귤81호 태양광발전소,2996,서귀포시,안덕면,태양광,2019.4.17,육상,2020.1.20
2017.5.8,제주감귤83호 태양광발전소,224,제주시,한림읍,태양광,2018.11.7,육상,2020.1.20
2017.9.30,제주감귤87호 태양광발전소,400.4,제주시,조천읍,태양광,2019.7.17,육상,2020.1.20
2018.3.26,제주감귤89호 태양광발전소,924.56,서귀포시,남원읍,태양광,2019.7.17,육상,2020.1.20
2017.9.30,제주감귤8호 태양광발전소,496.64,제주시,아라이동,태양광,2019.4.17,육상,2020.1.20
2017.5.8,제주감귤95호 태양광발전소,161,서귀포시,남원읍,태양광,2018.11.7,육상,2020.1.20
2017.9.30,제주감귤96-1호 태양광발전소,245,서귀포시,남원읍,태양광,2018.11.7,육상,2020.1.20
2017.9.30,제주감귤96호 태양광발전소,308,서귀포시,남원읍,태양광,2018.11.7,육상,2020.1.20
2017.5.8,제주감귤97호 태양광발전소,252,서귀포시,남원읍,태양광,2018.11.7,육상,2020.1.20
2017.9.30,제주감귤98호 태양광발전소,609,서귀포시,남원읍,태양광,2019.4.17,육상,2020.1.20
2013.11.29,제주김녕풍력발전소,30000,제주시,구좌읍,풍력,2015.6.1,없음,2020.1.20
2017.11.21,제주농산(주)발전소,88.32,서귀포시,성산읍,태양광,2018.4.11,육상,2020.1.20
2011.11.3,제주대학교 태양광 발전소,1040,제주시,아라일동,태양광,2012.5.9,없음,2020.1.20
2016.7.26,제주마을태양광발전소,78.38,서귀포시,토평동,태양광,2017.2.7,없음,2020.1.20
2017.10.30,제주명진태양광발전소,90,서귀포시,대정읍,태양광,2019.5.21,육상,2020.1.20
2013.4.11,제주무릉 태양광발전소,900,서귀포시,대정읍,태양광,2013.7.18,없음,2020.1.20
2013.8.16,제주무릉 태양광발전소 1호,97.76,서귀포시,대정읍,태양광,2014.12.12,없음,2020.1.20
2013.8.16,제주무릉 태양광발전소 2호,97.76,서귀포시,대정읍,태양광,2014.12.12,없음,2020.1.20
2013.10.8,제주솔라팜,400,서귀포시,표선면,태양광,2014.7.18,없음,2020.1.20
